1950,Malicious Cryptography: Exposing Cryptovirology,"Adam Young, Moti Yung",04,2,27,1,Wiley,9.78E+12,,,416
1951,Management Data Bases,R. Clay Sprowls,76,5,1,99,"Wiley, John & Sons, Incorporated",9.78E+12,,,382
1952,Management of Heterogeneous and Autonomous Database Systems,"Ahmed K. Elmagarmid, Marek Rusinkiewicz (Editor), Amit Sheth (Editor)",98,10,13,1,Elsevier Science,9.78E+12,,Morgan Kaufmann Series in Data Management Systems Series,432
1953,A Manager's Guide to Database Technology: Building and Purchasing Better Applications,Michael R. Blaha,00,10,13,1,Prentice Hall,9.78E+12,,,260
1954,Managing and Mining Graph Data,"Charu C. Aggarwal (Editor), Haixun Wang (Editor)",10,2,19,1,Springer US,9.78E+12,,"Advances in Database Systems Series,#40",600
1955,Managing Database: Four Critical Factors,Michael M. Gorman,84,1,1,,"Wiley, John & Sons, Incorporated",9.78E+12,,,243
1956,Managing Distributed Databases: Building Bridges Between Database Islands,"Donald K. Burleson, Burleson (Other)",95,9,15,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,384
1957,Managing IaaS and DBaaS Clouds with Oracle Enterprise Manager Cloud Control 12c,Ved Antani,13,11,25,,Packt Publishing,9.78E+12,,,112
1958,Managing the Data Warehouse,"W. H. Inmon, J. D. Welch, Katherine L. Glassey",97,2,28,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,400
1959,"Managing Time in Relational Databases: How to Design, Update and Query Temporal Data","Tom Johnston, Randall Weis",10,8,13,,Elsevier Science,9.78E+12,,,512
1960,Managing uncertainty in spatiotemporal databases.,Shayma Alkobaisi,12,5,25,,BiblioLabsII,9.78E+12,,,114
1961,Managing & Using MySQL: Open Source SQL Databases for Managing Information & Web Sites,"Tim King, George Reese, Randy Yarger, Hugh E. Williams",02,4,30,2,"O'Reilly Media, Incorporated",9.78E+12,,,444
1962,Managing Your Patients' Data in the Neonatal and Pediatric ICU: An Introduction to Databases and Statistical Analysis,Joseph Schulman,06,8,22,1,Wiley,9.78E+12,,,376
1963,Map and Database of Probable and Possible Quaternary Faults in Afghanistan: Open-File Report 2007-1103,"United U.S. Department of the Interior (Created by), et al., C. A. Ruleman",13,2,11,,BiblioGov,9.78E+12,,,48
1964,Map database management,"Frederic P. Miller, Agnes F. Vandome, John McBrewster",10,4,23,,International Book Marketing Service Ltd,9.79E+12,,,92
1965,Mapping Sustainability: Knowledge e-Networking and the Value Chain,"Nazli Choucri (Editor), Dinsha Mistree (Editor), Farnaz Haghseta (Editor), Toufic Mezher (Editor), Wallace R. Baker (Editor)",07,11,14,1,Springer Netherlands,9.78E+12,,"Alliance for Global Sustainability Bookseries Series,#11",484
1966,Maran Illustrated Access 2003,Ruth Maran,05,3,25,1,Cengage Learning,9.78E+12,,Maran Illustrated Series,320
1967,MariaDB Cookbook,Daniel Bartholomew,14,4,14,,Packt Publishing,9.78E+12,,,282
1968,Marketing Analytics: Data-Driven Techniques with Microsoft Excel,Wayne L. Winston,14,1,13,1,Wiley,9.78E+12,,,720
1969,Massively Parallel Databases and Mapreduce Systems,"Shivnath Babu, Herodotos Herodotou",13,11,13,,Now Publishers,9.78E+12,,,120
1970,MastaBase: Digitalized Database of Iconography Programmes of Elite Graves in the Memphite Area of the Old Kingdom,"R van Walsem, R. Van Walsem",07,7,1,,Peeters Publishing,9.79E+12,,,24
1971,Master Data Management & Enterprise Engineering,M. Naoulo,12,7,28,,CreateSpace Publishing,9.78E+12,,,312
1972,Master Microsoft Access Visually,Curtis Frye,00,2,4,1,"Wiley, John & Sons, Incorporated",9.78E+12,,Master Visually Series,686
1973,Mastering Access 2000,"Alan Simpson, Celeste Robinson, Elizabeth Olson",99,7,27,1,"Wiley, John & Sons, Incorporated",9.78E+12,,Mastering Series,1402
1974,"Mastering Access 97 for Windows 95/NT, with CD-ROM","Alan Simpson, Elizabeth Olson",96,12,1,4,"Wiley, John & Sons, Incorporated",9.78E+12,,Mastering Series,1184
1975,Mastering Apache Cassandra,Nishant Neeraj,13,9,28,,Packt Publishing,9.78E+12,,,340
1976,Mastering Data Modeling,"John Carlis, Joseph Maguire (Joint Author), John Carlisle",00,11,9,1,Addison-Wesley,9.78E+12,,,416
1977,Mastering Data Warehouse Aggregates: Maximizing Star Schema Performance,"Christopher Adamson, Ralph Kimball (Foreword by)",06,7,12,1,Wiley,9.78E+12,,,384
1978,Mastering Database Design,Helen Holding,99,11,28,,Macmillan Publishers Limited,9.78E+12,,Macmillan Master Series,224
1979,Mastering Lotus Notes 4.6,"Scot Haberman, Brown, Scott Haberman (Joint Author), Kevin Brown (Joint Author), Kenyon Brown",98,9,1,3,"Wiley, John & Sons, Incorporated",9.78E+12,,Mastering Series,1136
1980,Mastering Lotus Notes R5,"Scott Haberman, Andrew Falciani",99,6,1,,"Wiley, John & Sons, Incorporated",9.78E+12,,Mastering Series,848
1981,Mastering Microsoft SQL Server 2005 express,"Mike Gunderloy, Susan Sales Harkins",06,6,19,1,Wiley,9.78E+12,,Mastering Series,600
1982,Mastering MySQL 4,Ian Gilfillan,03,1,21,1,Wiley,9.78E+12,,,772
1983,Mastering Oracle PL/SQL: Practical Solutions,"Christopher Beck, Joel Kallman, Chaim Katz, David C. Knox, Connor McDonald",04,1,8,1,Apress,9.78E+12,,,648
1984,Mastering Oracle Scheduler In Oracle 11g Databases,Ronald Rood,09,6,20,,Packt Publishing,9.78E+12,,,240
1985,Mastering Oracle SQL,"Sanjay Mishra, Alan Beaulieu",02,4,1,1,"O'Reilly Media, Incorporated",9.78E+12,,,336
1986,Mastering Phpmyadmin 3.4 for Effective MySQL Management,Marc Delisle,12,2,10,,Packt Publishing,9.78E+12,,,394
1987,Mastering Visual Basic .Net Database Programming,"Evangelos Petroutsos, Asli Bilgin",02,1,28,,"Wiley, John & Sons, Incorporated",9.78E+12,,Mastering Series,704
1988,"Materialized Views: Techniques, Implementations, and Applications","Ashish Gupta (Editor), Inderpal Singh Mumick (Editor)",99,5,24,,MIT Press,9.78E+12,,,611
1989,Mathematica Data Visualization,Nazmus Saquib,14,9,17,,Packt Publishing,9.78E+12,,,146
1990,"Mathematical Tools for Data Mining: Set Theory, Partial Orders, Combinatorics","Dan A. Simovici, Chabane Djeraba",14,4,30,2,Springer London,9.78E+12,,Advanced Information and Knowledge Processing Series,831
1991,MCDBA 70-229- Designing and Implementing Databases with SQL Server 2000 Enterprise Edition,"Thomas Moore, Ed Tittel, Ed Tittel (Editor)",05,5,6,,Que,9.78E+12,,Exam Cram 2 Series,473
1992,"Mcdba SQL Server 7 Database Design,Study Guide ","Syngress Media Inc., Inc. Syngress Media (Editor)",99,5,28,1,McGraw-Hill Professional,9.78E+12,,Test Yourself Series,557
1993,MCITP Self-Paced Training Kit: Designing a Database Server Infrastructure Using Microsoft SQL Server 2005,"J.C. Mackin, Mike Hotek",06,12,27,,Microsoft Press,9.78E+12,,Microsoft Press Training Kit Series,752
1994,MCITP SQL Server 2005 Database Developer All-in-One Exam Guide,Darril Gibson,08,3,18,1,McGraw-Hill Professional Publishing,9.78E+12,,All-in-One Series,944
1995,MCSD SQL Server 6.5 Database Design Study Guide,"Kevin Hough, Sybex Inc",98,6,1,1,"Wiley, John & Sons, Incorporated",9.78E+12,,,667
1996,MCSE Fast Track: Windows NT Server 4 Enterprise,Emmett Dulaney,98,9,10,,New Riders,9.78E+12,,MCSE Fast Track Ser.,304
1997,MCSE Fast Track: SQL Server 7 Database Design,"Thomas Moore, New Riders",99,6,15,,Que,9.78E+12,,MCSE Fast Track Series,352
1998,MCSE: NT Server in the Enterprise Testing Success,"Lisa Donald, Frank Cabiroy, Bruce Moran",98,3,1,,"Wiley, John & Sons, Incorporated",9.78E+12,,MCSE Test Success Series,304
1999,MCSE Microsoft SQL Server 2000: Database Design and Implementation Readiness Review,"Sharon Bjeletich, Eddy Hahn",01,5,4,,Microsoft Press,9.78E+12,,MCSE Readiness Review Series,232
2000,MCSE SQL 7 Database Design and Administration Practice Tests Exam Cram,"Geoffrey Alexander, Joseph Alexander (Joint Author)",99,10,27,,Coriolis Group,9.78E+12,,Exam Cram 2 Series,337
2001,MCSE SQL Server 2000 Database Design and Implementation: Exam 70-229,"Thomas Moore, Ed Tittel (Editor)",03,3,28,2,Que,9.78E+12,,Training Guide Series,928
2002,"MCSE SQL Server 70 Database Implementation, Exam 70-210 Quick Access","The Editors of REA, Rea",00,6,28,,Research & Education Association,9.78E+12,,Quick Acess Ser.,4
2003,MCSE Windows NT Server 4 for Dummies Training Kit with CD-ROM,Dummies Technology Press,99,8,1,,"Wiley, John & Sons, Incorporated",9.78E+12,,For Dummies Series,568
2004,MCSE Windows NT Server 4 in the Enterprise for Dummies with CD-ROM,"Kenneth Majors, Dave Dermon, Jeffrey Ferris",98,7,28,1,"Wiley, John & Sons, Incorporated",9.78E+12,,For Dummies Series,497
2005,MCSEMCSE Database Design on SQL Server 7,"Jeffrey Garbus, David Pascuzzi, Alvin Chang",99,10,1,,"Course Technology, Inc.",9.78E+12,,Exam Cram 2 Series
2006,MCTS Self-Paced Training Kit: Microsoft SQL Server 2008 Database Development,"Tobias Thernstrom, Ann Weber, Mike Hotek",09,2,22,,Microsoft Press,9.78E+12,,,496
2007,MDM for Customer Data: Optimizing Customer Centric Management of Your Business,Kelvin K. A. Looi,09,11,1,,Mc Press,9.78E+12,,,85
2008,MDX Solutions: with Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase,"Christopher Webb, George Spofford, Sivakumar Harinath, Francesco Civardi, Dylan Hai Huang",06,3,6,2,Wiley,9.78E+12,,,744
2009,Mdx With Microsoft Sql Server 2008 R2 Analysis Services Cookbook,Tomislav Piasevoli,11,7,25,,Packt Publishing,9.78E+12,,,480
2010,"Medical Content-Based Retrieval for Clinical Decision Support: Second MICCAI International Workshop, MCBR-CDS 2011, Toronto, Canada, September 22, 2011, Revised Selected Papers","Henning Mueller, Hayit Greenspan, Tanveer Syeda-Mahmood",12,4,13,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Image Processing, Computer Vision, Pattern Recognition, and Graphics Series,#7075",153
2011,"Medical Data Analysis: 4th International Symposium, ISMDA 2003, Berlin, Germany, October 9-10, 2003, Proceedings","Petra Perner (Editor), Rudiger Brause (Editor), Hermann-Georg Holzhutter (Editor)",03,12,5,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science Series,#2868",132
2012,Medical Data Management: A Practical Guide,"G. Wagner (Preface by), Florian Leiner (Editor), Wilhelm Gaus (Editor), Reinhold Haux (Editor), Petra Knaup-Gregori (Editor)",03,1,14,1,Springer New York,9.78E+12,,Health Informatics Series,204
2013,Medical Data Mining and Knowledge Discovery,Krzysztof J. Cios (Editor),14,11,13,1,Physica-Verlag HD,9.78E+12,,"Studies in Fuzziness and Soft Computing Series,#60",498
2014,Medline: A Basic Guide to Searching,Susan J. Feinglos,85,5,28,,"Rowman & Littlefield Publishers, Inc.",9.78E+12,,,138
2015,Membranes and Filters for Hemodialysis Database 2002,"C. Ronco, P. M. Ghezzi, N. A. Hoenich, P. Delfino",02,1,28,,"Karger, S. Inc.",9.78E+12
2016,Meta-Level Control for Deductive Database Systems,"Helmut Schmidt, J. Hartmanis (Editor), G. Goos (Editor)",91,4,1,,"Springer-Verlag New York, LLC",9.78E+12,,Lecture Notes in Computer Science,155
2017,"Metadata 100 Success Secrets 100 Most Asked Questions On Meta Data How-To Management, Repositories, Software, Standards, Tools And Databases",George Nelson,08,9,2,,Emereo Pty Ltd,9.78E+12,,,180
2018,"Metadata and Semantics Research: 6th Research Conference, MTSR 2012, C��diz, Spain, November 28-30, 2012. Proceedings","Juan Manuel Dodero (Editor), Manuel Palomo-Duarte (Editor), Pythagoras Karampiperis (Editor)",12,10,31,1,Springer Berlin Heidelberg,9.78E+12,,"Communications in Computer and Information Science Series,#343",368
2019,Metadata Fundamentals For All Librarians,Priscilla Caplan,03,4,1,1,ALA Editions,9.78E+12,,,204
2020,Metadata in Practice,"Diane I. Hillmann (Editor), Elaine L. Westbrooks (Editor)",04,7,28,,ALA Editions,9.78E+12,,,304
2021,Metadata Management for Information Control and Business Success,Guy Tozer,99,8,31,1,"Artech House, Incorporated",9.78E+12,,Computing Library,348
2022,"Methodologies for Knowledge Discovery and Data Mining: Third Pacific-Asia Conference, PAKDD'99, Beijing, China, April 26-28, 1999, Proceedings","Ning Zhong (Editor), Lizhu Zhou (Editor)",99,5,14,1,Springer Berlin Heidelberg,9.78E+12,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series,#1574",540
2023,Methodology for Integrating the Scenario Databases of Simulation Systems,Emilia M. Colonese,12,11,12,,BiblioScholar,9.78E+12,,,180
2024,Methods and Innovations for Multimedia Database Content Management,Shu-Ching Chen (Editor),12,6,30,,IGI Global,9.78E+12,,,362
2025,"MFDBS '91: Third Symposium on Mathematical Fundamentals of Database and Knowledge Base Systems, Rostock, FRG, May 6-9, 1991, Proceedings","Bernhard Thalheim (Editor), J. Hartmanis (Editor), G. Goos (Editor), J. Demetrovics (Editor), H. D. Gerhardt (Editor)",91,5,1,,"Springer-Verlag New York, LLC",9.78E+12,,Lecture Notes in Computer Science,395
2026,Microcomputer Data-Base Management,Ernie Brooner,85,9,1,,Sams,9.78E+12,,The Blacksburg Continuing Education Ser.,144
2027,Microcomputer Database Management,James Pratt,88,2,1,1,"Course Technology, Inc.",9.78E+12,,,382
2028,Microcomputer Database Management Using dBASE III PLUS,Phillip J. Pratt,91,2,5,2,"Course Technology, Inc.",9.78E+12,,,464
2029,Microcomputer Database Management Using dBASE IV,Pratt P J Staff,90,3,1,,"Course Technology, Inc.",9.78E+12,,,560
2030,"Microcomputer Database Management Using dBASE IV, Version 1.1",Phil Pratt,92,2,28,1,"Course Technology, Inc.",9.78E+12,,,576
2031,"Microcomputer Database Management Using dBASE IV, Version 1.1-with Disk ",Phil J. Pratt,92,6,15,,"Course Technology, Inc.",9.78E+12,,,576
2032,"Microcomputer Database Management Using Microsoft Access, Version 2","Philip J. Pratt, Paul M. Leidig",94,12,1,,"Course Technology, Inc.",9.78E+12,,,480
2033,Microcomputer Database Management Using Paradox 4.0,Philip J. Pratt,93,3,1,,"Course Technology, Inc.",9.78E+12,,,486
2034,Microcomputer Database Management Using Paradox for Windows Version 4.5,"Phillip J. Pratt, Philip J. Pratt",94,1,28,,"Course Technology, Inc.",9.78E+12,,,467
2035,Microelectronic Packaging: A Bibliography,A. H. Agajanian,13,4,30,1,Springer US,9.78E+12,,IFI Data Base Library Series,256
2036,Microsoft Access 2 for Windows Step-by-Step,"Microsoft Press, Catapult Inc",94,3,28,2,Microsoft Press,9.78E+12,,Microsoft Step by Step Series,344
2037,Microsoft Access 2000 at a Glance,"Joan Carey, Perspection (Other)",99,5,4,1,Microsoft Press,9.78E+12,,At a Glance Series,275
2038,Microsoft Access 2000 - Illustrated Introductory: European Edition,Lisa J. Friedrichsen,00,4,1,,Cengage Learning,9.78E+12,,,224
2039,Microsoft Access 2000,"Julia Kelly, Kelly",99,10,1,1,"Wiley, John & Sons, Incorporated",9.78E+12,,One Step at a Time Ser.,360
2040,Microsoft Access 2000: Complete Tutorial,"Sandra Cable, Bill Pasewark, Cable",99,6,28,1,Cengage Learning,9.78E+12,,Computer Applications Series,352
2041,Microsoft Access 2000 Simplified,"Ruth Maran, Maran",99,6,1,1,"Wiley, John & Sons, Incorporated",9.78E+12,,Simplified Ser.,225
2042,Microsoft Access 2000 Step by Step,"Catapult Inc., Catapult Inc (Other), Catapult (Other)",99,5,4,1,Microsoft Press,9.78E+12,,Step by Step Series,320
2043,Microsoft Access 2000,"Stephen L Nelson CPA, Paula Thurman (Editor)",99,5,4,1,Microsoft Press,9.78E+12,,Pocket Guide Series,208
2044,Microsoft Access 2002 Visual Basic for Applications Step by Step,Evan Callahan,01,10,5,,Microsoft Press,9.78E+12,,Msp Temp XP Series,384
2045,Microsoft Access 2003 Database by Examples,Sheila Ababio,05,6,28,,AuthorHouse,9.78E+12,,,408
2046,"Microsoft Access 2003, Volume 1 and Student Resource CD Package","Robert T. Grauer, Maryann Barber",06,5,28,1,Prentice Hall,9.78E+12,,Exploring Series
2047,Microsoft Access 2007,"Shelley Gaskin, Suzanne Marks",07,6,4,1,Prentice Hall,9.78E+12,,Custom PHIT,336
2048,Microsoft Access 2007 Tutorial & Lab Manual,"Murray, David",08,8,11,,Kendall/Hunt Publishing Company,9.78E+12,,,130
2049,"Microsoft Access 2010: A Case Approach, Complete","Timothy O'Leary, Linda O'Leary",11,10,11,1,McGraw-Hill Higher Education,9.78E+12,,,688
2050,Microsoft Access 2010: Illustrated Introductory,Lisa Friedrichsen,10,8,26,1,Cengage Learning,9.78E+12,,Illustrated Series,256
2051,"Microsoft Access 2010 Programming By Example: With Vba, Xml, And Asp",Julitta Korol,12,2,28,,Mercury Learning and Information,9.78E+12,,,800
2052,Microsoft Access 2010 VBA Programming Inside Out,Andrew Couch,11,7,29,,Microsoft Press,9.78E+12,,,736
2053,Microsoft Access 2013: Illustrated Brief,Lisa Friedrichsen,13,4,5,,Cengage Learning,9.78E+12,,Illustrated Series,152
2054,"Microsoft Access 2013 Programming by Example with VBA, XML, and ASP",Julitta Korol,14,2,24,,Mercury Learning & Information,9.78E+12,,,800
2055,Microsoft Access 7: Complete Concepts and Techniques,"Gary B. Shelly, Philip J. Pratt, Thomas J. Cashman",96,8,1,,"Course Technology, Inc.",9.78E+12,,Shelly Cashman Series,392
2056,Microsoft Access 95: Developer's Handbook,"Paul Litwin, Mike Gilbert, Ken Getz, Greg Reddick",96,1,1,2,"Wiley, John & Sons, Incorporated",9.78E+12,,,1600
2057,Microsoft Access 97 Developer's Handbook: Create Robust Databases Develop Custom Interfaces,"Timothy M O'Brien T Glenn Tim Tim Lawrence Dan Edna Richard Frank Frank John Jack Jack Jack J, Geoffrey E White (With), Steven Pogge (With)",97,2,26,1,Microsoft Press,9.78E+12,,Solution Developer Series,768
2058,Microsoft Access 97 Field Guide,Stephen L. Nelson,97,1,8,,Microsoft Press,9.78E+12,,Field Guide Series,208
2059,Microsoft Access 97 Step by Step,"Microsoft Press, Catapult Inc",97,1,8,,Microsoft Press,9.78E+12,,Microsoft Step by Step Series,276
2060,Microsoft Access Answers: Certified Tech Support,"Mary V. Campbell, Mary Campbell",94,11,1,1,"McGraw-Hill Companies, The",9.78E+12,,Certified Tech Support Ser.,352
2061,Microsoft Access Developer's Guide to SQL Server,"Andy Baron, Mary Chipman, Andy Baron (Joint Author)",00,12,13,,Sams,9.78E+12,,Sams White Book Series,864
2062,"Microsoft Access for Windows 95, with CD-ROM ","Alan Simpson, Elizabeth Olson",95,11,1,3,"Wiley, John & Sons, Incorporated",9.78E+12,,Mastering Series,1119
2063,Microsoft Access Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,12,1,10,,CreateSpace,9.78E+12,,,118
2064,Microsoft Access: Bases De Datos/ Databases,Julio Miguel Gonzalez Fernandez,05,6,30,,Ideas Propias Publicidad Sl,9.79E+12
2065,"Microsoft Access Small Business Solutions: State-of-the-Art Database Models for Sales, Marketing, Customer Management, and More Key Business Activities","Teresa Hennig, Truitt L. Bradly, Larry Linson, Leigh Purvis, Brent Spaulding",10,3,8,1,Wiley,9.78E+12,,,792
2066,Microsoft Access Version 2002 Plain and Simple,Curtis Frye D.,01,10,10,,Microsoft Press,9.78E+12,,Msp Temp XP Series,240
2067,Microsoft ADO.NET Professional Projects,"Sanjeev Rohilla, Surbhi Malhotra (Joint Author), Senthil Nathan (Joint Author)",02,3,2,,Cengage Learning,9.78E+12,,Professional Projects Series,968
2068,Microsoft Ado.Net Step by Step,Rebecca M. Riordan,02,1,2,,Microsoft Press,9.78E+12,,Step by Step Developer Series,528
2069,Microsoft ADO.NET 4 Step by Step,Tim Patrick,10,11,17,,Microsoft Press,9.78E+12,,,440
2070,Microsoft Big Data Solutions,"Adam Jorgensen, James Rowland-Jones, John Welch, Dan Clark, Christopher Price",14,3,3,1,Wiley,9.78E+12,,,408
2071,Microsoft Content Management Server Field Guide,"Michael Wirsching, Francois-Paul Briand",05,7,6,1,Apress,9.78E+12,,,232
2072,Microsoft Database Inside and Out,Mary V. Campbell,92,11,18,,McGraw-Hill Osborne,9.78E+12,,,707
2073,Microsoft Dynamics AX 2012 R2 Services,"Klaas Deforche, Kenny Saelen",14,5,26,,Packt Publishing,9.78E+12,,,264
2074,Microsoft Dynamics Crm Online 2011 Quick Reference,"Timothy Kachinske, Adam Kachinske, Edward Kachinske",11,5,28,,Innovative Automation Solutions,9.78E+12,,,256
2075,Microsoft Dynamics CRM Online 4. 0 Quick Reference,"Edward Kachinske, Timothy Kachinske",10,4,1,,CreateSpace Publishing,9.78E+12,,,208
2076,Microsoft Excel and Access Integration: With Office 2007,"Geoffrey Clark, Michael Alexander",07,4,16,1,Wiley,9.78E+12,,,408
2077,"Microsoft Jet Database Engine Programmer's Guide: The Database Engine Used in Microsoft Applications, Including Access and Visual Basic","Microsoft Press, Jim Ferguson",96,1,1,,Microsoft Press,9.78E+12,,Microsoft Professional Editions Series,620
2078,Microsoft Office 2010: Productivity Strategies For Today And Tomorrow,"Jean Kotsiovos, Carolyne Faddis, Loralyn Duley",13,2,15,,Jones & Bartlett Learning,9.78E+12,,,612
2079,Microsoft Office Access 2003,"John Pierce, Paul Pardi",04,1,7,,Microsoft Press,9.78E+12,,Bpg-Other Series,768
2080,"Microsoft Office Access 2003: A Professional Approach, Comprehensive Student Edition W/ CD-ROM","Jon Juarez, John Carter, Kathleen Stewart, Deborah Hinkle",04,4,30,1,McGraw-Hill Higher Education,9.78E+12,,,640
2081,Microsoft Office Access 2003 QuickSteps,"John Cronan, Virginia Andersen, Brenda Andersen",04,2,25,1,McGraw-Hill Professional Publishing,9.78E+12,,Quicksteps Series,224
2082,Microsoft Office Access 2003 Comprehensive,"Robert T. Grauer, Maryann Barber",05,8,3,1,Pearson,9.78E+12,,Grauer Exploring Office 2003 Series,736
2083,Microsoft Office Access 2003,"Stephen Haag, James T. Perry, Merrill Wells, James T. Perry, Merrill Wells",03,11,28,1,"McGraw-Hill Companies, The",9.78E+12,,The I- Ser.,256
2084,Microsoft Office Access 2007,Alison Balter,08,7,28,,Que,9.78E+12,,LiveLessons Series,96
2085,Microsoft Office Access 2007: Introductory Concepts and Techniques,"Gary B. Shelly, Thomas J. Cashman, Philip J. Pratt, Mary Z. Last",07,5,8,1,Cengage Learning,9.78E+12,,Available Titles Skills Assessment Manager (SAM) - Office 2007 Series,296
2086,Microsoft Office Access 2007-Illustrated Complete,Lisa Friedrichsen,07,8,28,1,Cengage Learning,9.78E+12,,Available Titles Skills Assessment Manager (SAM) - Office 2007 Series,488
2087,"Microsoft Office Access 2007 In Business, Core and Resource DVD Package",Joseph J. Manzo,07,9,3,1,Prentice Hall,9.78E+12
2088,Microsoft Office Access 2007 In Business,Joseph Manzo,07,9,14,1,Prentice Hall,9.78E+12,,,704
2089,Microsoft Office Access 2007 Instructor's Copy,MOAC (Microsoft Official Academic Course),07,8,28,1,"Wiley, John & Sons, Incorporated",9.78E+12,,Microsoft Official Academic Course Series
2090,Microsoft Office Access 2007 Introductory,"Linda O'Leary, Linda I. O'Leary",07,10,24,1,McGraw-Hill Higher Education,9.78E+12,,O'Leary Series,672
2091,Microsoft Office Access 2007 On Demand,"Steve Johnson, Perspection, Inc. Staff",07,1,13,,Que,9.78E+12,,On Demand Series,448
2092,Microsoft Office Access 2007: Introductory,"Pasewark/Pasewark, Pasewark;, Scott G. Pasewark",07,9,7,1,Cengage Learning,9.78E+12,,Available Titles Skills Assessment Manager (SAM) - Office 2007 Series,279
2093,Microsoft Office Access 2007 Plain & Simple,Curtis Frye D.,07,2,14,,Microsoft Press,9.78E+12,,Plain & Simple Series,288
2094,Microsoft Office Access 2007 QuickSteps,"John Cronan, Bobbi Sandberg",07,1,31,1,McGraw-Hill Professional Publishing,9.78E+12,,QuickSteps Series,226
2095,"Microsoft Office Access 2010: A Lesson Approach, Complete","John Carter, Jon Juarez, Juarez Jon",10,9,30,1,McGraw-Hill Higher Education,9.78E+12,,,688
2096,Microsoft Office Access 2010,Lisa Friedrichsen,10,7,21,1,Cengage Learning,9.78E+12,,Available Titles Skills Assessment Manager (SAM) - Office 2010 Series,152
2097,Microsoft Office Access 2010 QuickSteps,John Cronan,10,5,20,2,McGraw-Hill Professional Publishing,9.78E+12,,,272
2098,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,"Joe Habraken, Dorothy Burke",98,3,28,1,Pearson Education,9.78E+12,,Microsoft Office User Specialist Series,12911
2099,Microsoft Olap Solutions,"Erik Thomsen, Dick Chase, George Spofford",99,8,4,1,Wiley,9.78E+12,,,528
2100,Microsoft Ole Db 1.1 Programmer's Reference and Software Development Kit: Complete Information and Tools to Give Your Applications Data Account,"Microsoft Press, Microsoft Corporation",97,4,16,1,Microsoft Press,9.78E+12,,Microsoft Professional Editions Series,701
2101,Microsoft SQL Server 2000 Administrator's Pocket Consultant,"William R. Stanek, William Stanek",00,9,1,,Microsoft Press,9.78E+12,,Pocket Consultant Series,480
2102,Microsoft SQL Server 2000 Bible,Paul Nielsen,02,12,16,1,Wiley,9.78E+12,,"Bible Series,#49",936
2103,Microsoft SQL Server 2000 Database,,02,8,28,,"VTC, Incorporated",9.78E+12
2104,Microsoft SQL Server 2000 DBA Survival Guide,"Mark Spenik, Orryn Sledge",02,10,28,2,Sams,9.78E+12,,,1000
2105,Microsoft SQL Server 2000 DTS Step by Step,Carl Rabeler,03,8,27,,Microsoft Press,9.78E+12,,Microsoft Step by Step Series,464
2106,Microsoft SQL Server 2000 Programming Step by Step,"Rebecca M. Riordan, Rebecca Riordan",00,11,28,,Microsoft Press,9.78E+12,,Step by Step Developer Series,720
2107,Microsoft SQL Server 2000 Reporting Services,"Brian Larson, Nancy Maragioglio (Editor), Brian Welcker (Foreword by)",04,5,28,,"McGraw-Hill Companies, The",9.78E+12,,Databases Series,634
2108,"Microsoft SQL Server 2000 Unleashed, 2nd Edition","Ray Rankins, Paul Jensen, Paul Bertucci",02,12,18,2,Sams,9.78E+12,,Unleashed Series,1513
2109,Microsoft SQL Server 2000 Unleashed,"Ray Rankins, Sharon Bjeletich, Paul Bertucci (Joint Author)",01,12,12,,Pearson Education,9.78E+12,,Unleashed Series,1472
2110,Microsoft SQL Server 2005 Administrator's Companion,"Edward Whalen, Burzin Patel, Marcilina Garcia, Stacia Misner, Victor Isakov",06,12,13,,Microsoft Press,9.78E+12,,Admin Companion Series,1232
2111,Microsoft SQL Server 2005 Administrator's Pocket Consultant,"William R. Stanek, William Stanek",05,11,30,,Microsoft Press,9.78E+12,,Pocket Consultant Series,578
2112,Microsoft SQL Server 2005 Analysis Services Step by Step,"Reed Jacobsen, Hitachi Consulting, Stacia Misner, Stacia Misner (Editor)",06,4,26,,Microsoft Press,9.78E+12,,Step by Step Developer Series,400
2113,Microsoft SQL Server 2005 Distilled,Eric L. Brown,06,3,24,,Addison-Wesley,9.78E+12,,Microsoft Windows Server System Series,336
2114,Microsoft SQL Server 2005 Express Edition For Dummies,Robert Schneider,06,7,31,1,Wiley,9.78E+12,,For Dummies Series,408
2115,Microsoft SQL Server 2005 Integration Services,"Kirk Haselden, Trey Johnson, Bill Baker (Foreword by)",06,8,4,,Sams,9.78E+12,,SQL Server Series,717
2116,Microsoft SQL Server 2005 Integration Services Step by Step,"Paul Turley, Hitachi Consulting, Joe Kaspizak, Scott Cameron, Satoshi Iizuka",07,7,10,,Microsoft Press,9.78E+12,,,480
2117,Microsoft SQL Server 2005 Reporting Services,"Michael Lisin, Jim Joseph",06,3,27,,Sams,9.78E+12,,SQL Server Series,480
